"Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default"
38,62452,234188,308,53,2,19.49,24,"High School","Full-time","Divorced","No",1
56,99601,210436,411,2,2,9.54,48,"High School","Part-time","Divorced","Yes",0
45,52795,219314,515,33,4,4.63,36,"Bachelor's","Unemployed","Married","No",0
54,148619,157285,467,26,1,24.66,36,"Bachelor's","Full-time","Single","Yes",0
68,21640,60759,816,104,4,16.85,24,"High School","Full-time","Married","No",0
57,46136,227663,613,69,4,22.98,12,"PhD","Full-time","Married","No",0
54,127185,238633,818,65,3,12.06,60,"PhD","Self-employed","Single","Yes",0
18,139866,136963,817,48,3,22.05,48,"Bachelor's","Unemployed","Divorced","No",1
46,142873,104953,489,60,3,15.13,24,"Master's","Unemployed","Single","No",1
46,31571,89799,526,5,1,10.11,48,"Master's","Self-employed","Single","Yes",0
50,30015,88026,390,114,2,24.39,48,"High School","Part-time","Divorced","Yes",0
37,106356,241672,514,40,2,4.92,36,"Master's","Full-time","Married","Yes",0
55,64211,152082,580,65,3,14.62,12,"PhD","Full-time","Divorced","No",0
32,72709,241793,341,23,2,12.56,36,"Bachelor's","Self-employed","Single","Yes",0
59,46138,25684,453,74,3,23.55,24,"High School","Part-time","Single","Yes",0
28,28691,113167,347,11,1,2.39,12,"High School","Unemployed","Married","Yes",0
50,73772,205065,449,101,1,18.78,24,"Master's","Part-time","Divorced","Yes",0
38,122814,236005,731,4,2,5.46,12,"Master's","Full-time","Married","Yes",0
33,17083,33095,625,47,1,22.13,36,"PhD","Self-employed","Divorced","Yes",0
57,46673,57570,719,109,2,5.22,12,"Master's","Part-time","Divorced","Yes",0
20,58822,99619,514,118,2,16.14,60,"Bachelor's","Full-time","Divorced","Yes",0
50,19572,177904,304,14,4,12.11,24,"Bachelor's","Full-time","Single","No",1
39,25315,75745,755,50,3,6.38,36,"Master's","Unemployed","Single","No",0
29,79657,91613,455,39,3,21.92,36,"Bachelor's","Unemployed","Single","No",0
47,121824,230105,583,72,4,5.66,24,"PhD","Unemployed","Single","Yes",1
67,61399,227977,734,66,1,9.88,24,"Bachelor's","Part-time","Single","No",0
32,70778,114371,577,80,3,21.48,12,"Bachelor's","Full-time","Single","No",0
61,55833,234599,809,54,4,9.85,24,"Master's","Part-time","Single","No",1
68,129861,229493,802,32,1,24.3,36,"PhD","Part-time","Divorced","No",0
49,125021,246831,826,110,1,16.6,60,"High School","Full-time","Married","No",0
62,102411,230007,658,66,1,19.63,48,"Master's","Self-employed","Married","Yes",0
51,135975,51118,549,105,3,2.32,36,"Bachelor's","Self-employed","Single","Yes",0
56,78219,99647,817,80,2,7.94,36,"Bachelor's","Part-time","Divorced","No",0
30,86000,74508,569,12,4,18.71,24,"PhD","Part-time","Single","No",0
19,58478,141808,602,102,2,23.28,48,"Bachelor's","Full-time","Married","Yes",0
51,32476,222529,672,28,3,23.66,24,"High School","Full-time","Married","No",0
40,75021,31278,323,51,2,21.24,60,"Bachelor's","Self-employed","Divorced","No",0
19,18336,92478,730,105,3,13.59,24,"Bachelor's","Full-time","Married","No",0
53,86595,125866,580,32,3,3.22,12,"High School","Part-time","Single","Yes",0
31,110820,162346,530,49,1,9.06,12,"PhD","Self-employed","Married","Yes",0
20,114740,247277,614,113,3,14,36,"PhD","Part-time","Single","No",0
46,140369,36033,368,82,3,13.46,60,"High School","Unemployed","Single","Yes",0
23,146445,32368,818,29,3,18.16,12,"Bachelor's","Full-time","Divorced","No",0
57,143894,125329,609,47,3,21.66,24,"Master's","Self-employed","Divorced","Yes",0
42,42742,171518,412,17,1,24.42,60,"Bachelor's","Full-time","Single","No",0
23,35167,136496,417,112,4,5.8,24,"Master's","Full-time","Single","No",1
55,99379,153485,615,1,3,8.25,60,"High School","Part-time","Divorced","No",0
56,20782,242967,511,19,1,20.79,36,"High School","Self-employed","Single","Yes",0
45,129450,46496,382,49,4,10.05,60,"Bachelor's","Unemployed","Divorced","No",0
63,29149,122930,793,119,1,23.28,36,"High School","Part-time","Divorced","No",0
59,29769,183558,395,113,2,16.44,48,"Master's","Self-employed","Married","No",0
18,45050,186283,654,46,3,15.58,48,"Bachelor's","Full-time","Single","No",0
58,118301,223723,622,8,2,23.26,60,"Master's","Self-employed","Divorced","No",0
63,68593,24745,351,92,2,7.6,36,"Bachelor's","Part-time","Single","Yes",0
45,45730,92149,562,15,3,15.45,24,"Master's","Unemployed","Divorced","No",1
47,58699,137350,344,93,1,18.38,60,"PhD","Full-time","Married","Yes",0
29,23318,143964,317,108,4,8.4,60,"Bachelor's","Unemployed","Divorced","No",0
28,35623,183876,404,119,4,16.1,48,"Master's","Part-time","Divorced","Yes",0
52,19647,106989,378,73,1,5.45,36,"PhD","Unemployed","Divorced","Yes",0
33,114699,214496,647,4,3,5.23,36,"PhD","Unemployed","Single","No",0
39,37756,53799,753,94,1,10.53,60,"PhD","Full-time","Divorced","Yes",0
24,114556,56782,847,44,1,23.97,48,"Bachelor's","Self-employed","Divorced","Yes",1
19,116219,248519,768,76,2,4.58,60,"Master's","Unemployed","Single","Yes",0
28,38803,225152,781,49,2,2.4,24,"Bachelor's","Unemployed","Married","No",0
67,49382,188161,746,92,2,4.59,36,"Bachelor's","Full-time","Single","Yes",0
63,41486,201683,775,95,3,11.36,48,"Master's","Full-time","Single","Yes",0
68,85504,144186,435,33,4,13.75,48,"PhD","Full-time","Married","No",0
19,54984,189276,846,106,1,4.06,48,"High School","Self-employed","Divorced","No",0
18,109764,106349,647,24,3,12.57,60,"Bachelor's","Part-time","Married","Yes",0
58,116899,178340,529,8,2,7.02,60,"High School","Part-time","Married","No",0
42,72126,219401,639,21,2,7.77,60,"High School","Part-time","Divorced","Yes",0
54,106359,150493,370,58,4,15.91,36,"High School","Full-time","Divorced","No",0
65,140328,56613,835,33,2,10.2,24,"High School","Unemployed","Divorced","Yes",0
18,92865,203215,734,82,2,9.35,60,"High School","Part-time","Single","No",0
42,84598,140884,771,107,3,17.05,24,"Master's","Unemployed","Married","No",0
18,21809,5531,820,15,1,8.49,48,"PhD","Unemployed","Divorced","Yes",0
25,102237,134586,809,29,3,7.19,24,"Master's","Self-employed","Married","No",0
44,88099,155921,526,50,3,5.13,36,"PhD","Full-time","Divorced","Yes",0
38,33786,162244,835,105,4,22.74,12,"High School","Unemployed","Single","No",0
53,21840,25358,353,54,2,7.85,60,"Master's","Self-employed","Married","Yes",0
31,143004,238944,650,41,3,12.43,36,"Bachelor's","Part-time","Single","Yes",1
51,77300,99606,438,5,1,24.19,60,"PhD","Part-time","Married","Yes",0
18,107020,14485,331,76,3,18.49,36,"Bachelor's","Self-employed","Divorced","No",0
56,149398,20216,339,5,1,13.01,24,"High School","Self-employed","Divorced","No",1
43,49824,159642,550,72,4,23.47,24,"Master's","Self-employed","Single","Yes",0
67,20851,173196,320,52,1,3.07,24,"Master's","Part-time","Divorced","Yes",0
69,22923,129734,411,83,2,14.12,36,"Master's","Full-time","Single","Yes",0
28,49361,173295,473,62,2,14.73,12,"PhD","Full-time","Single","Yes",0
66,71993,25556,680,34,1,2.63,12,"High School","Self-employed","Single","Yes",0
64,25394,164719,595,39,1,3.34,24,"PhD","Part-time","Divorced","No",0
42,79453,130583,367,95,3,6.45,12,"High School","Full-time","Single","No",0
33,83265,142907,352,69,4,5.24,48,"Bachelor's","Part-time","Married","Yes",1
45,25057,107941,322,60,1,4.51,12,"Bachelor's","Full-time","Single","Yes",0
22,84787,244953,591,112,2,21.37,36,"High School","Self-employed","Married","Yes",0
51,88503,23158,467,34,4,17.9,36,"Master's","Full-time","Single","No",0
42,48299,5477,600,66,2,2.32,24,"Master's","Full-time","Single","Yes",0
45,75316,78344,530,80,1,23.42,36,"Master's","Part-time","Divorced","No",0
65,106573,147106,793,67,4,20.59,60,"Bachelor's","Self-employed","Married","No",0
37,81016,152698,370,71,2,2.32,12,"Bachelor's","Unemployed","Divorced","No",0
20,129109,132286,580,116,2,16.24,24,"Bachelor's","Full-time","Single","No",0
40,15651,143256,691,43,1,8.5,12,"Master's","Unemployed","Married","Yes",0
33,91063,171893,475,59,2,13.3,60,"Master's","Unemployed","Married","Yes",0
40,113601,67754,441,25,1,6.14,60,"Bachelor's","Full-time","Single","No",0
56,22357,110807,337,23,4,9.26,48,"High School","Self-employed","Single","No",0
65,21317,73362,379,78,2,12.76,24,"Bachelor's","Part-time","Single","Yes",0
49,132513,57935,415,105,3,5.43,12,"Master's","Part-time","Single","Yes",0
32,57231,39396,744,15,2,9.92,48,"Master's","Unemployed","Single","Yes",0
58,138775,77789,641,86,4,3.24,24,"High School","Part-time","Single","Yes",0
62,66640,212452,668,13,1,11.3,24,"Bachelor's","Part-time","Divorced","No",1
24,138085,80688,397,50,4,7.45,60,"Bachelor's","Part-time","Divorced","Yes",0
29,39755,70969,841,109,2,12.84,48,"Master's","Full-time","Divorced","Yes",1
25,42121,159740,494,79,2,20.64,36,"High School","Full-time","Divorced","No",1
47,45566,34324,525,77,1,19.16,48,"Bachelor's","Unemployed","Married","No",0
44,147181,223737,377,119,2,3.45,60,"High School","Full-time","Married","No",0
61,38783,174634,789,72,1,17.67,36,"High School","Unemployed","Single","No",0
60,121106,71660,319,22,2,23.7,36,"PhD","Full-time","Single","Yes",0
52,60532,165665,585,18,3,18.56,24,"Bachelor's","Full-time","Married","No",0
63,44033,225981,535,23,2,12.98,60,"PhD","Part-time","Single","Yes",0
20,116460,159815,558,88,3,19.62,36,"Master's","Unemployed","Divorced","No",1
27,32227,9577,761,64,3,7.72,60,"PhD","Self-employed","Single","Yes",0
19,17889,234593,613,53,2,14.66,24,"Master's","Part-time","Divorced","No",1
43,143766,240259,799,4,4,10.56,36,"PhD","Full-time","Single","Yes",0
53,38008,96217,433,117,4,6.27,24,"Master's","Unemployed","Divorced","Yes",0
34,116301,117943,429,110,4,2.72,24,"High School","Self-employed","Divorced","No",0
51,101461,122479,465,41,2,24.19,24,"Master's","Self-employed","Married","No",0
49,112293,16556,472,47,1,18.03,36,"PhD","Part-time","Married","Yes",0
66,64254,149675,479,6,1,5.29,12,"Master's","Part-time","Married","Yes",0
43,125642,135683,744,22,1,9.57,24,"Bachelor's","Self-employed","Single","Yes",0
32,140477,74584,398,47,1,6.89,36,"High School","Self-employed","Divorced","Yes",0
56,76661,240930,430,66,3,5.92,24,"Bachelor's","Unemployed","Single","Yes",0
33,95379,90745,683,72,1,11.86,24,"PhD","Self-employed","Single","Yes",0
47,130351,218390,403,99,3,3.03,48,"Bachelor's","Part-time","Single","Yes",0
38,115103,85821,594,58,2,24.22,36,"Master's","Full-time","Married","No",0
31,48621,212332,395,53,2,24.36,48,"Bachelor's","Part-time","Divorced","Yes",1
60,118846,117462,448,92,2,2.07,24,"Master's","Full-time","Divorced","Yes",0
48,133764,75160,742,115,3,5.06,36,"Master's","Self-employed","Divorced","No",0
37,104519,163634,686,81,3,24.03,48,"PhD","Part-time","Married","Yes",0
51,17714,112889,527,102,1,24.7,24,"Master's","Full-time","Divorced","No",0
64,72644,33891,654,45,2,5.78,24,"PhD","Self-employed","Divorced","Yes",0
26,108743,42230,372,56,2,14.11,36,"High School","Self-employed","Single","No",0
56,79177,159366,761,54,2,19.02,60,"Bachelor's","Unemployed","Divorced","No",0
43,92621,126171,301,13,4,23.35,36,"High School","Part-time","Single","Yes",1
20,50083,47015,685,87,4,18.69,48,"Bachelor's","Self-employed","Married","Yes",0
45,123849,96400,763,79,4,14.37,60,"High School","Full-time","Divorced","No",0
38,67288,143921,491,53,4,21.83,24,"Bachelor's","Part-time","Married","Yes",0
33,27408,249514,587,9,4,15.16,12,"High School","Part-time","Married","Yes",1
55,15870,17686,315,73,4,11.09,12,"PhD","Part-time","Divorced","No",0
64,132435,215514,450,100,3,8.98,60,"Bachelor's","Part-time","Single","No",0
46,89564,42572,684,45,3,7.97,36,"Bachelor's","Part-time","Married","Yes",0
50,50922,241249,820,16,1,10.21,12,"High School","Self-employed","Divorced","No",0
49,20445,225015,505,119,1,24.04,12,"High School","Unemployed","Married","No",1
37,131433,194958,489,26,3,10.11,36,"Bachelor's","Full-time","Single","No",0
45,51162,183510,654,79,1,8.26,12,"Bachelor's","Self-employed","Married","No",1
27,104262,51755,767,58,2,2.79,48,"PhD","Part-time","Married","No",0
40,26841,44953,433,63,2,14.94,48,"Master's","Full-time","Married","No",0
42,67958,9138,759,79,1,4.36,48,"Bachelor's","Part-time","Single","No",0
47,65412,23542,721,68,1,20.17,12,"PhD","Unemployed","Divorced","No",0
31,146614,170538,816,116,4,14.83,12,"PhD","Full-time","Married","No",0
64,56141,184998,440,29,3,22.33,36,"High School","Self-employed","Single","No",0
26,28180,71768,668,89,1,12.92,36,"Bachelor's","Self-employed","Single","No",0
27,115839,98263,816,58,2,2.93,36,"PhD","Self-employed","Divorced","Yes",0
38,89541,34844,843,33,2,9.11,36,"PhD","Full-time","Divorced","Yes",0
56,118193,162229,621,59,4,22.72,60,"PhD","Self-employed","Divorced","No",1
62,107236,208493,504,19,3,20.81,60,"Bachelor's","Unemployed","Single","No",0
61,17834,150429,840,68,4,22.85,60,"Bachelor's","Unemployed","Divorced","Yes",0
63,91683,228624,842,118,4,19.71,60,"Master's","Part-time","Divorced","Yes",0
21,140736,215063,802,57,4,11.09,48,"Bachelor's","Part-time","Married","No",0
59,123875,179718,518,69,1,13.68,48,"PhD","Self-employed","Married","Yes",0
50,55409,36993,529,6,3,14.58,12,"Bachelor's","Self-employed","Married","No",1
61,81913,173027,725,42,4,15.77,60,"Bachelor's","Full-time","Divorced","No",0
48,114571,230600,849,62,3,23.81,48,"High School","Full-time","Married","Yes",0
29,57522,215794,568,48,1,22.48,24,"PhD","Full-time","Married","No",0
33,73340,12878,702,118,4,21.56,36,"Bachelor's","Full-time","Single","No",0
64,19849,98605,838,45,4,9.14,12,"Master's","Self-employed","Married","Yes",0
50,86012,167277,483,96,2,6.54,60,"Bachelor's","Unemployed","Married","No",0
34,119816,130067,540,84,1,22.62,12,"Master's","Full-time","Divorced","No",0
58,81877,197169,396,57,1,6.04,48,"PhD","Self-employed","Divorced","Yes",0
22,20454,128754,513,21,2,6.68,36,"Bachelor's","Unemployed","Divorced","Yes",1
64,62872,122422,559,117,1,4.8,24,"PhD","Unemployed","Divorced","No",0
45,35160,116866,788,77,3,11.55,36,"Master's","Unemployed","Married","No",0
59,110978,156978,620,59,1,17.63,36,"Master's","Part-time","Married","No",0
46,86617,138530,774,118,4,22.17,60,"Bachelor's","Full-time","Divorced","Yes",0
60,122703,104233,739,81,2,2.74,48,"PhD","Self-employed","Divorced","Yes",0
34,68929,44577,357,30,2,19.4,60,"PhD","Unemployed","Divorced","No",1
57,131648,127363,400,11,4,23.78,48,"Bachelor's","Part-time","Single","Yes",0
62,114543,21741,672,65,1,5.17,48,"Master's","Unemployed","Married","Yes",0
27,140522,47210,831,73,2,22.27,36,"High School","Full-time","Single","No",0
18,91567,225421,610,79,2,3.09,60,"Master's","Part-time","Married","No",0
57,123349,161475,654,116,1,21.83,24,"Bachelor's","Self-employed","Divorced","No",0
58,91713,42586,346,6,3,18.38,24,"Master's","Unemployed","Single","Yes",1
52,93946,101985,337,38,2,3.91,48,"Master's","Self-employed","Married","No",0
46,51405,206596,323,1,2,4.67,24,"Bachelor's","Part-time","Divorced","No",0
34,72616,97979,799,4,2,21.28,12,"High School","Self-employed","Divorced","No",1
47,121441,192398,438,101,4,24.99,48,"Bachelor's","Part-time","Married","Yes",0
55,143138,89328,783,60,1,19.42,24,"Master's","Self-employed","Married","No",0
66,113316,194066,718,108,4,3.61,48,"Master's","Unemployed","Married","Yes",0
58,123462,172456,366,18,4,14.34,60,"Master's","Unemployed","Single","No",0
59,69512,46177,652,42,2,3.2,12,"High School","Full-time","Single","Yes",0
61,87069,189306,813,101,2,14.63,24,"Master's","Self-employed","Divorced","Yes",0
47,107212,238849,751,75,2,8.93,36,"Master's","Self-employed","Divorced","No",0
24,38072,164989,599,77,4,2.68,24,"Master's","Self-employed","Divorced","Yes",0
49,118452,132048,565,89,2,2.75,36,"Bachelor's","Unemployed","Married","No",0
27,18971,229235,744,39,4,9.33,60,"High School","Part-time","Single","Yes",1
55,57411,8124,650,40,2,18.76,24,"Master's","Self-employed","Single","Yes",0
52,61185,85106,696,0,4,4.88,60,"Master's","Self-employed","Single","No",0
49,102797,110552,354,80,3,9,12,"Master's","Unemployed","Divorced","No",0
29,27340,175102,435,42,1,22.97,12,"High School","Unemployed","Married","No",1
18,123190,49324,562,118,4,8.13,24,"Master's","Self-employed","Single","Yes",0
54,24134,200958,572,11,3,8.92,12,"Master's","Part-time","Divorced","No",0
44,124051,66528,707,24,2,5.75,48,"Bachelor's","Full-time","Single","Yes",0
62,148999,107576,375,13,3,15.94,24,"Master's","Full-time","Single","No",0
33,62178,142151,715,61,3,14.11,60,"Master's","Part-time","Divorced","Yes",1
54,23274,44281,644,4,2,5.41,24,"Master's","Part-time","Single","No",0
63,92203,32767,784,79,2,22.61,12,"PhD","Part-time","Single","No",0
46,26011,63348,634,109,1,7.52,60,"Bachelor's","Full-time","Divorced","Yes",0
37,52296,111406,760,101,1,4.86,60,"Master's","Full-time","Married","No",0
57,148631,131798,465,85,2,8.72,12,"PhD","Full-time","Divorced","Yes",0
22,57413,37998,358,93,4,20.98,12,"High School","Full-time","Married","Yes",0
27,124179,212720,373,41,4,22.08,12,"PhD","Part-time","Single","No",0
29,50827,189565,630,45,3,7.91,36,"PhD","Self-employed","Married","Yes",0
27,89995,58837,652,70,3,4.61,48,"Bachelor's","Self-employed","Married","No",0
26,96972,153475,588,45,3,17.8,36,"Master's","Unemployed","Married","Yes",0
42,72180,242551,840,115,1,5.58,24,"High School","Unemployed","Single","Yes",0
46,78745,76240,451,97,1,7.25,12,"High School","Part-time","Divorced","Yes",0
48,55866,106754,692,94,2,12.5,36,"Master's","Self-employed","Married","No",0
55,30986,27616,340,50,2,22.36,24,"Master's","Unemployed","Single","No",0
46,37946,43964,486,118,2,6.78,24,"PhD","Unemployed","Divorced","No",0
40,139544,202885,487,109,3,21.59,36,"PhD","Self-employed","Married","No",0
64,62823,99166,637,11,1,15.07,12,"High School","Unemployed","Single","Yes",0
35,70899,169504,849,104,3,9.78,12,"Master's","Self-employed","Divorced","Yes",0
50,92907,176264,374,59,1,15.16,36,"PhD","Full-time","Single","No",0
58,85988,177595,757,18,2,7.15,48,"Master's","Unemployed","Single","Yes",0
65,115845,23656,362,79,1,16.11,60,"Bachelor's","Unemployed","Single","No",0
67,129087,153758,472,78,4,16.71,36,"Bachelor's","Self-employed","Single","Yes",0
57,109292,109670,443,107,2,23.77,24,"Bachelor's","Unemployed","Married","Yes",0
67,84056,37830,759,79,1,24.94,36,"Bachelor's","Part-time","Single","No",0
26,97439,30929,476,82,3,23.8,12,"PhD","Self-employed","Single","No",0
26,85033,64731,325,51,1,11.58,60,"High School","Full-time","Married","No",0
46,119775,214409,792,34,2,19.21,24,"High School","Full-time","Divorced","Yes",0
